Abundance Ratio: (129) / (126),Abundance Ratio: (130) / (127),Abundance Ratio: (131) / (128),Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
0.977,1.011,0.982,6984000,6978000,7079000,6826000,7054000,6948000
0.997,1.004,1.01,22380000,21910000,22200000,22320000,21990000,22420000
1.597,1.61,1.66,8347000,8186000,8072000,13330000,13180000,13400000
0.947,1.002,0.989,11680000,11320000,11380000,11070000,11340000,11250000
0.977,1.002,0.967,9979000,9702000,9925000,9751000,9722000,9595000
0.979,1.004,1.012,6435000,6417000,6330000,6299000,6441000,6405000
1.049,0.995,1.069,11230000,12280000,11960000,11780000,12230000,12780000
0.983,0.983,0.99,10240000,10230000,10190000,10070000,10060000,10090000
0.977,0.983,0.997,3604000,3629000,3612000,3521000,3567000,3602000
0.976,1.003,0.975,12410000,12270000,12180000,12120000,12300000,11880000
0.965,0.958,0.977,40030000,39110000,38310000,38610000,37450000,37440000
0.967,0.982,0.955,17370000,17140000,17250000,16790000,16830000,16470000
0.974,0.989,0.993,7601000,7557000,7635000,7400000,7471000,7583000
0.977,1.024,0.986,9626000,9393000,9644000,9405000,9615000,9513000
1.316,1.202,1.254,44320000,47120000,46050000,58310000,56620000,57760000
0.974,0.959,0.951,30180000,31110000,31190000,29390000,29830000,29680000
0.958,0.981,0.945,11230000,11370000,11370000,10770000,11150000,10740000
0.999,0.97,1.013,5439000,5419000,5386000,5436000,5257000,5456000
0.986,0.993,1.001,3879000,3898000,3922000,3824000,3872000,3924000
0.942,0.978,0.949,110200000,106300000,109000000,103700000,104000000,103400000
0.985,1.018,0.977,12420000,12170000,12580000,12230000,12390000,12290000
1.014,1.014,1.004,4929000,4922000,4948000,4995000,4990000,4967000
0.972,0.966,0.949,65080000,64630000,64600000,63260000,62420000,61330000
0.98,0.985,0.991,3208000,3239000,3201000,3144000,3191000,3171000
1.006,1.004,1.009,3080000,3100000,3099000,3100000,3112000,3128000
0.954,0.985,0.961,4069000,3976000,4072000,3884000,3916000,3914000
0.967,0.978,0.961,10790000,10660000,10660000,10440000,10420000,10250000
1.605,1.57,1.548,7434000,7502000,7615000,11930000,11780000,11790000
1.014,0.98,1.005,4025000,4152000,4069000,4083000,4070000,4088000
0.99,0.998,0.984,4938000,4882000,4916000,4887000,4872000,4837000
0.968,0.99,0.97,8966000,8926000,8927000,8679000,8834000,8664000
0.991,1.028,1.024,5235000,5147000,5295000,5190000,5293000,5424000
0.949,0.976,0.973,30230000,29450000,28930000,28700000,28750000,28160000
0.994,0.971,0.988,129000000,129800000,127100000,128200000,125900000,125600000
1.007,0.981,0.983,15280000,15180000,15410000,15390000,14900000,15150000
0.999,1.001,0.982,3499000,3483000,3516000,3496000,3486000,3452000
0.979,1.015,0.996,10240000,10030000,10210000,10020000,10180000,10170000
0.984,1.02,0.979,3289000,3269000,3315000,3237000,3335000,3247000
0.987,0.989,0.993,14170000,14350000,14450000,13980000,14190000,14350000
1.031,0.989,0.968,32120000,33100000,33710000,33140000,32720000,32620000
0.995,0.962,1.001,29130000,29550000,28550000,28970000,28420000,28590000
0.978,0.969,1.006,3807000,3969000,3873000,3722000,3845000,3897000
0.974,1.016,1.006,3958000,3906000,3953000,3854000,3967000,3975000
0.977,0.991,0.989,7192000,7098000,7125000,7028000,7037000,7048000
0.968,0.957,1.013,11540000,11740000,11450000,11170000,11230000,11590000
0.973,1.004,0.985,26870000,26780000,26920000,26150000,26890000,26510000
1.005,0.997,1.001,11840000,11830000,11900000,11900000,11790000,11910000
0.969,1.011,1.04,3420000,3468000,3417000,3314000,3508000,3554000
1.01,1.002,0.994,5414000,5391000,5459000,5466000,5400000,5426000
0.988,1.023,1.019,7991000,7964000,8152000,7895000,8149000,8307000
0.989,0.99,0.983,9177000,9145000,9401000,9072000,9055000,9242000
1.607,1.66,1.669,5203000,5144000,5048000,8363000,8539000,8424000
1.002,1.03,1.027,2301000,2301000,2327000,2305000,2369000,2390000
0.975,0.963,0.989,4913000,4928000,4873000,4790000,4745000,4820000
0.997,0.985,0.959,7207000,7210000,7201000,7187000,7100000,6905000
1.01,0.96,1.022,6961000,7278000,7010000,7030000,6987000,7164000
1.004,0.993,0.998,12580000,12540000,12260000,12630000,12450000,12230000
1.015,0.924,0.995,10140000,10930000,10280000,10290000,10100000,10230000
0.963,0.977,0.992,6659000,6673000,6698000,6412000,6517000,6645000
0.947,0.966,0.991,10140000,9930000,9737000,9599000,9589000,9650000
0.988,1.005,1.004,2648000,2695000,2717000,2615000,2708000,2727000
0.961,0.951,0.943,64770000,64280000,64970000,62230000,61120000,61300000
0.991,0.98,0.952,24110000,23840000,23730000,23900000,23360000,22600000
0.98,0.98,0.98,7831000,7918000,7833000,7677000,7757000,7678000
1.012,0.971,0.967,82790000,84210000,85340000,83790000,81750000,82560000
0.972,0.987,1.005,3033000,3015000,2980000,2947000,2977000,2994000
1.121,1.221,1.246,265600,271600,276800,297700,331600,344900
0.987,0.999,0.999,4023000,3994000,3973000,3972000,3990000,3970000
0.966,1.021,1.019,7417000,7181000,7110000,7166000,7334000,7247000
0.983,0.999,0.999,6234000,6208000,6207000,6130000,6203000,6199000
0.978,0.999,1.005,7805000,7730000,7796000,7630000,7720000,7838000
0.989,1.035,1.019,2748000,2723000,2738000,2719000,2819000,2791000
0.999,1.046,1.031,2950000,2904000,2936000,2947000,3037000,3027000
0.971,0.994,1.017,10180000,9895000,9758000,9882000,9834000,9922000
0.995,0.997,0.979,9832000,9749000,9911000,9781000,9721000,9705000
0.973,0.965,0.961,8712000,8724000,8587000,8474000,8420000,8249000
1.012,0.979,0.945,5289000,5487000,5614000,5352000,5375000,5303000
0.988,0.999,0.984,3249000,3209000,3274000,3209000,3205000,3223000
0.987,1.011,0.976,8412000,8435000,8594000,8302000,8527000,8387000
0.992,1.011,0.994,4508000,4562000,4579000,4474000,4612000,4551000
0.975,0.993,0.99,3575000,3588000,3588000,3487000,3564000,3553000
1.012,1.012,0.975,32700000,33660000,34010000,33090000,34070000,33170000
1.643,1.651,1.701,18320000,18430000,17980000,30110000,30440000,30580000
1.113,1.075,1.112,1092000,1121000,1082000,1215000,1205000,1203000
1.025,0.99,0.986,6725000,6832000,6900000,6893000,6767000,6804000
0.953,1.006,0.993,40000000,38830000,39480000,38110000,39060000,39220000
0.983,1.015,0.995,2361000,2369000,2390000,2320000,2406000,2377000
1.005,0.964,0.981,5702000,5868000,5806000,5728000,5659000,5698000
0.992,0.99,1.008,6319000,6387000,6413000,6270000,6322000,6465000
0.981,0.982,0.986,9027000,9164000,9048000,8858000,8995000,8923000
0.972,0.995,1.008,15520000,15300000,14970000,15080000,15220000,15080000
0.966,0.999,0.992,11230000,11160000,11240000,10850000,11150000,11160000
0.996,0.995,0.994,7831000,7758000,7827000,7795000,7722000,7778000
