Abundance Ratio: (129) / (126),Abundance Ratio: (130) / (127),Abundance Ratio: (131) / (128),Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
0.964,0.996,0.97,2070000,2050000,2046000,1995000,2041000,1985000
0.978,1.017,0.96,5471000,5353000,5528000,5351000,5442000,5307000
1.01,0.966,0.96,37720000,38070000,38570000,38080000,36790000,37020000
0.978,1.006,0.977,13670000,12950000,13600000,13380000,13030000,13280000
1.022,1.005,1.002,5082000,5161000,5155000,5195000,5188000,5164000
0.95,0.998,0.954,4102000,4054000,4125000,3896000,4045000,3935000
1.009,0.945,0.997,4647000,4806000,4671000,4691000,4542000,4655000
1.044,0.94,0.987,2178000,2361000,2250000,2274000,2218000,2220000
1.037,0.979,0.977,3612000,3811000,3838000,3745000,3733000,3750000
0.964,1.032,0.996,4231000,4071000,4188000,4081000,4201000,4172000
0.988,0.997,0.995,9095000,9162000,8918000,8986000,9136000,8873000
1.007,0.979,1.01,5991000,6088000,5962000,6035000,5963000,6020000
1.66,1.629,1.619,3446000,3497000,3450000,5718000,5697000,5585000
1.002,0.969,0.985,1359000,1433000,1359000,1362000,1389000,1339000
1.014,0.936,1.002,2520000,2621000,2510000,2555000,2454000,2514000
0.986,0.972,0.994,5774000,5933000,5895000,5693000,5767000,5858000
0.908,0.998,0.965,1323000,1273000,1309000,1201000,1270000,1264000
0.931,0.934,0.987,3209000,3238000,3085000,2988000,3025000,3046000
1.02,0.992,0.978,2828000,2943000,3014000,2886000,2918000,2949000
0.964,0.978,0.977,5148000,5047000,5210000,4963000,4937000,5092000
0.994,0.978,1.017,2031000,2038000,2012000,2018000,1994000,2047000
0.968,0.953,1.007,1275000,1293000,1258000,1233000,1232000,1267000
1.015,0.939,1,2607000,2702000,2680000,2647000,2536000,2679000
0.977,1.021,0.993,13160000,12430000,12940000,12870000,12690000,12840000
1.019,1.007,1.016,2025000,2085000,2105000,2062000,2100000,2139000
0.98,1.038,0.964,3524000,3504000,3593000,3454000,3638000,3465000
0.975,1.003,0.99,1426000,1417000,1415000,1391000,1422000,1401000
0.995,0.97,0.996,780800,794900,795200,777100,770900,791800
1.001,0.973,0.96,877800,937800,933000,878400,912800,895300
0.961,0.98,1.014,2663000,2673000,2680000,2560000,2619000,2717000
0.987,1.01,1.029,723100,742500,736600,713900,749900,757700
0.958,1.002,0.978,2017000,1950000,2014000,1932000,1953000,1969000
0.999,0.964,1.074,1010000,1045000,1018000,1009000,1007000,1094000
0.981,1.034,0.975,4620000,4501000,4833000,4533000,4655000,4713000
0.979,1.022,1.019,2248000,2208000,2274000,2201000,2256000,2318000
1.009,0.988,1.009,851000,861400,856200,858300,851500,864100
0.971,1.005,1.005,4215000,4110000,4194000,4093000,4130000,4215000
1.329,1.323,1.348,1589000,1627000,1541000,2112000,2152000,2078000
0.995,1.066,0.998,687800,668800,701800,684200,712700,700600
0.966,1.056,1,983500,958800,984300,950300,1013000,984500
0.999,1.043,1.029,2780000,2756000,2884000,2776000,2874000,2969000
0.953,0.958,1.001,3146000,3085000,2961000,2998000,2956000,2964000
0.952,0.997,0.965,15660000,15290000,15240000,14900000,15230000,14710000
0.981,1.003,0.974,7782000,7641000,7736000,7633000,7666000,7537000
0.966,0.922,0.982,3866000,4049000,3876000,3733000,3734000,3806000
0.984,1.043,0.999,1675000,1665000,1728000,1648000,1736000,1728000
0.962,1.041,0.996,841500,825300,841600,809500,859100,838500
0.996,1.004,1.003,2522000,2473000,2424000,2511000,2483000,2432000
1.019,1.052,0.991,793800,788900,828900,808500,829900,821200
1.016,1.001,1.05,3397000,3412000,3322000,3452000,3417000,3489000
1.037,1.013,1.019,820900,841500,855800,851600,852700,871700
0.96,0.968,0.997,1468000,1479000,1424000,1409000,1431000,1419000
0.971,0.935,0.99,1864000,1930000,1863000,1810000,1806000,1845000
0.975,1.018,0.985,1495000,1476000,1493000,1458000,1502000,1470000
1.003,1.064,1.052,1453000,1438000,1464000,1458000,1529000,1540000
0.988,0.955,1.012,2061000,2150000,2076000,2036000,2053000,2102000
0.956,0.944,0.966,2432000,2481000,2415000,2325000,2343000,2333000
1.004,1.005,0.973,1422000,1435000,1434000,1428000,1443000,1395000
0.992,1.003,1.028,1900000,1941000,1901000,1886000,1947000,1954000
0.995,1.018,1.072,899400,916400,878900,894800,933300,941800
1.006,1.073,1.014,1047000,992200,1013000,1054000,1065000,1028000
0.973,1.023,0.996,1808000,1799000,1835000,1758000,1842000,1828000
1.005,1.018,0.987,509100,525700,528600,511800,535200,521500
1.007,1.04,0.954,1775000,1759000,1808000,1787000,1829000,1724000
1.003,0.935,0.987,1938000,2086000,1977000,1944000,1951000,1950000
1.091,0.962,0.949,2231000,2260000,2298000,2436000,2175000,2181000
0.996,0.976,0.967,704400,720400,748500,701600,703300,723400
0.975,1.035,0.971,4153000,4039000,4162000,4049000,4179000,4041000
1.051,1.006,0.998,2343000,2308000,2368000,2463000,2322000,2364000
0.945,0.917,1.006,1453000,1526000,1434000,1372000,1400000,1442000
1.009,1.077,1.006,2768000,2646000,2881000,2792000,2850000,2897000
0.975,1.02,0.935,8512000,8157000,8604000,8299000,8317000,8046000
0.963,0.985,0.976,3974000,3844000,3827000,3828000,3786000,3734000
0.971,0.994,0.974,2204000,2161000,2209000,2141000,2147000,2151000
1.003,1.037,1.028,2793000,2720000,2768000,2800000,2821000,2847000
0.969,1,0.989,1017000,1010000,1011000,985800,1010000,1000000
1.026,1.038,1.022,1249000,1255000,1295000,1282000,1303000,1323000
1.017,1.005,1.04,2214000,2275000,2218000,2251000,2287000,2307000
0.989,1.064,1.087,936800,885500,889600,926800,941800,967200
0.961,0.982,0.98,2960000,2949000,2984000,2846000,2895000,2925000
1.49,1.547,1.499,2326000,2306000,2291000,3465000,3567000,3435000
1.016,1.003,0.963,3957000,4077000,4114000,4021000,4088000,3963000
1.001,1.004,1.039,983300,1048000,1007000,984000,1052000,1047000
1.429,1.43,1.472,812200,829500,841100,1161000,1186000,1238000
0.991,0.977,0.994,2691000,2758000,2701000,2666000,2695000,2685000
1.017,1.015,1.004,4241000,4316000,4481000,4311000,4380000,4497000
0.993,1.036,1.015,1029000,1002000,1014000,1022000,1038000,1030000
1.04,1.073,1.032,498000,488800,509200,517800,524400,525800
0.99,1.001,0.998,9894000,9287000,9601000,9799000,9293000,9578000
0.997,1.075,1.015,1009000,1018000,1027000,1007000,1095000,1042000
1,1.03,1.028,739100,750100,746700,739100,772600,767900
0.989,0.962,1.017,1706000,1698000,1677000,1687000,1633000,1705000
0.969,1.004,0.951,3309000,3246000,3363000,3206000,3260000,3197000
0.972,0.983,0.996,3786000,3765000,3724000,3678000,3702000,3710000
0.967,0.941,0.981,3202000,3412000,3304000,3097000,3211000,3241000
1.057,1.008,1.012,2435000,2490000,2427000,2573000,2510000,2457000
0.979,0.957,0.942,1365000,1411000,1376000,1336000,1351000,1296000
1.001,1.082,0.986,2992000,2887000,3018000,2994000,3125000,2977000
0.994,0.985,0.978,588500,587900,611400,584700,579100,597800
0.976,0.995,1.036,1566000,1560000,1536000,1529000,1553000,1591000
0.971,0.948,0.99,3144000,3196000,3089000,3053000,3029000,3057000
1.007,1.003,0.957,1471000,1471000,1536000,1480000,1476000,1470000
1.012,1.039,0.988,1638000,1633000,1674000,1657000,1697000,1654000
1.014,1.015,1.003,622300,629800,651800,631100,639000,653700
0.979,1.013,1.001,522400,523800,538600,511600,530800,539000
0.993,0.988,1.015,3068000,3125000,3152000,3047000,3089000,3200000
1.555,1.545,1.514,2829000,2826000,2778000,4399000,4367000,4207000
1.518,1.467,1.47,3092000,3223000,3231000,4695000,4729000,4750000
1.449,1.496,1.471,798000,805000,807600,1156000,1205000,1188000
0.951,1.022,1.015,794100,779100,775400,755300,796600,787300
0.974,1.007,1.022,645900,635300,638700,629000,639700,653000
0.957,0.998,0.948,4100000,4070000,4118000,3922000,4061000,3904000
1.015,1.034,1.03,1755000,1764000,1800000,1781000,1824000,1854000
1,1.009,1.027,1251000,1243000,1243000,1251000,1253000,1276000
0.976,0.986,0.99,1803000,1887000,1840000,1759000,1862000,1821000
0.972,0.993,1.035,4334000,4358000,4342000,4212000,4328000,4493000
1.038,0.973,0.98,680200,751600,728200,705800,731700,713500
0.947,1.025,0.996,2302000,2286000,2292000,2181000,2342000,2282000
0.976,1.021,1,1478000,1449000,1494000,1443000,1480000,1494000
0.953,0.982,0.954,2061000,2062000,2069000,1965000,2026000,1975000
0.995,0.94,0.978,7518000,7867000,7675000,7484000,7392000,7509000
1.022,1.044,1.016,1166000,1147000,1181000,1192000,1197000,1200000
0.985,0.964,1.008,6148000,6183000,6110000,6058000,5963000,6159000
0.967,0.996,1.047,1473000,1466000,1411000,1425000,1461000,1477000
1.371,1.379,1.353,835000,817300,841000,1145000,1127000,1137000
0.981,0.984,0.952,4944000,5025000,5153000,4851000,4944000,4907000
0.946,1.019,0.991,1103000,1064000,1093000,1043000,1084000,1083000
0.982,0.98,1.022,1936000,2009000,1952000,1901000,1970000,1995000
1.024,0.99,1.042,921500,981300,943300,943400,971100,983100
0.989,0.985,0.978,1944000,1954000,1990000,1922000,1925000,1946000
0.995,0.972,0.994,2076000,2145000,2112000,2067000,2085000,2098000
0.959,1.024,0.963,941000,938300,963700,902600,960500,928200
1.092,1.145,1.086,747300,748000,748200,816300,856600,812400
0.965,1.03,0.951,1521000,1454000,1504000,1468000,1498000,1430000
0.92,0.978,0.996,2047000,1958000,1910000,1884000,1914000,1903000
1.042,0.962,0.989,2828000,2985000,2885000,2948000,2872000,2852000
0.942,0.989,0.95,4422000,4318000,4320000,4166000,4271000,4106000
0.972,0.988,1.003,1133000,1136000,1124000,1102000,1122000,1127000
1.072,1.043,0.977,2330000,2387000,2427000,2497000,2489000,2371000
0.952,1.032,1.002,3698000,3533000,3606000,3521000,3646000,3611000
1.029,1.026,1.044,707800,716500,718500,728000,734800,750200
1.31,1.282,1.324,610800,633800,598800,799800,812400,792600
0.99,1.043,1.024,1161000,1131000,1138000,1150000,1179000,1165000
0.928,1.017,1.03,494500,479200,490100,459100,487300,504700
1.028,1,1.037,616100,627900,627100,633500,628100,650500
1.584,1.56,1.581,3493000,3424000,3505000,5535000,5341000,5542000
0.974,0.95,0.937,2040000,2041000,2019000,1987000,1939000,1892000
0.977,1.013,0.975,2554000,2461000,2648000,2496000,2494000,2582000
0.973,1.001,0.966,1831000,1815000,1873000,1782000,1817000,1810000
0.963,1.035,1.036,1004000,991600,1002000,966900,1027000,1038000
1.022,1.008,1.022,849500,878100,880600,868400,885000,899900
0.979,0.981,1.069,830800,893500,826300,813300,876100,883300
0.97,0.963,1.018,2582000,2533000,2461000,2503000,2441000,2506000
0.952,0.967,0.997,3594000,3531000,3548000,3420000,3415000,3536000
1.105,1.097,1.121,1227000,1273000,1220000,1355000,1397000,1367000
0.974,0.998,0.977,1451000,1441000,1481000,1413000,1439000,1446000
1.001,0.962,0.972,1842000,1891000,1871000,1843000,1818000,1819000
1.476,1.431,1.417,1655000,1714000,1729000,2443000,2452000,2449000
1.022,0.978,0.973,1039000,1084000,1084000,1061000,1060000,1054000
1.046,1.005,1.029,914700,934300,938800,957100,939300,966000
0.99,1.001,1.004,3686000,3701000,3700000,3650000,3705000,3714000
1.021,1.02,1.017,531700,554400,562000,542900,565600,571300
0.949,1.016,0.977,1461000,1431000,1473000,1386000,1454000,1438000
1.591,1.543,1.528,2120000,2225000,2200000,3373000,3434000,3363000
1.037,1.06,1.024,1334000,1318000,1357000,1383000,1397000,1389000
0.986,1.002,0.978,5868000,5770000,5864000,5785000,5779000,5737000
0.969,1.002,1.002,922200,916100,935100,893500,918100,936800
0.982,0.968,1.024,1115000,1151000,1115000,1095000,1114000,1142000
0.995,0.952,1.005,2371000,2484000,2375000,2359000,2366000,2385000
0.888,1.11,1.023,405000,375100,387400,359800,416400,396300
1.022,1.074,1.023,797900,776500,812100,815700,833700,830400
0.967,0.997,0.998,5333000,5113000,5124000,5158000,5100000,5114000
1.021,1.067,1.033,965800,953200,1009000,986200,1017000,1043000
0.994,1.018,1.021,842700,834100,830600,838000,849300,848200
0.966,1.032,1,777800,772000,785800,751400,796700,785500
0.988,0.953,0.998,893800,935200,907900,882800,891300,905900
0.959,0.974,0.97,4055000,4069000,4067000,3887000,3962000,3946000
0.988,0.97,0.998,2567000,2615000,2588000,2537000,2537000,2582000
0.988,1.008,0.999,2146000,2066000,2094000,2120000,2081000,2092000
0.974,1.004,0.979,1312000,1270000,1283000,1277000,1275000,1256000
0.972,1.05,0.948,2340000,2248000,2373000,2274000,2361000,2250000
1.024,0.996,1.002,767600,781700,782500,786000,778300,784300
1.022,1.022,1.046,497800,492800,510300,508600,503400,533700
1.007,1.013,1.066,738400,750000,749500,743800,759600,799100
1.175,1.193,1.199,872900,863700,872700,1026000,1031000,1046000
1.012,0.989,1.043,421200,429900,416100,426100,425300,433900
0.981,0.97,0.975,3009000,2962000,2994000,2952000,2875000,2920000
0.994,0.996,0.988,1338000,1352000,1363000,1331000,1346000,1346000
0.939,1.03,0.955,421900,416300,441000,396000,429000,421300
0.983,1.084,1.02,1462000,1433000,1525000,1437000,1554000,1556000
0.983,1.03,0.986,1035000,981500,995200,1018000,1011000,981100
0.982,0.922,0.997,794300,876400,810400,780400,808300,808300
1.015,1.011,1,2518000,2481000,2593000,2557000,2508000,2593000
1.415,1.376,1.397,1392000,1418000,1390000,1970000,1951000,1942000
0.964,1.018,0.954,1383000,1383000,1425000,1334000,1408000,1359000
0.962,1.001,0.985,921500,925200,955000,886900,926500,941100
0.942,1.03,1.038,1520000,1491000,1554000,1432000,1537000,1614000
0.994,1.017,1.02,893600,888000,926600,888700,903200,945200
1.022,0.979,1.023,3109000,3081000,3001000,3179000,3015000,3070000
0.969,0.99,0.956,1529000,1520000,1540000,1482000,1504000,1473000
0.97,0.988,1.038,1690000,1760000,1732000,1639000,1739000,1798000
1.007,1.025,1.007,479500,477300,474800,482700,489100,478300
1.442,1.56,1.458,1783000,1763000,1912000,2571000,2750000,2788000
1.022,1.023,1.006,447000,462800,463000,457000,473500,466000
1,0.935,1.001,1447000,1565000,1429000,1447000,1463000,1430000
1.055,1.005,1.017,519500,543600,531300,548100,546200,540400
1.011,1.053,1.02,1079000,1098000,1126000,1091000,1156000,1149000
0.931,0.963,0.987,1603000,1607000,1556000,1493000,1548000,1536000
0.976,1.017,1.004,1625000,1609000,1620000,1586000,1637000,1627000
0.988,0.975,0.98,1589000,1568000,1558000,1569000,1529000,1528000
1.061,0.98,0.997,881100,957900,945900,934400,939100,942600
0.986,1.022,1.027,1195000,1190000,1179000,1178000,1216000,1211000
0.982,1,1.003,1515000,1483000,1485000,1488000,1482000,1490000
1.048,1.023,1.035,6457000,6608000,6448000,6768000,6759000,6673000
1.009,1.046,1.052,2620000,2584000,2577000,2643000,2704000,2712000
1.024,1.067,1.069,1760000,1791000,1930000,1802000,1911000,2062000
0.988,0.976,0.969,1283000,1240000,1290000,1269000,1210000,1250000
1.05,1.042,1.085,312200,330400,339700,327800,344400,368500
1.022,0.996,1.033,11970000,12000000,11730000,12230000,11950000,12120000
0.968,1.014,1.046,956100,950000,930100,925400,963600,973100
1.402,1.476,1.453,1240000,1221000,1242000,1739000,1802000,1804000
0.999,0.978,1.061,1166000,1211000,1141000,1165000,1185000,1211000
1.016,0.988,1.074,1570000,1579000,1552000,1595000,1561000,1666000
0.985,1.031,1.045,1315000,1293000,1292000,1296000,1333000,1350000
0.985,0.99,0.988,1029000,1012000,996400,1013000,1001000,984100
0.99,1.049,1.033,917100,919100,947600,907800,964300,978500
1.01,1.055,1.032,657400,647200,666700,664100,682400,688100
1.386,1.366,1.45,1542000,1580000,1503000,2137000,2157000,2181000
0.999,1.002,1.004,1091000,1101000,1101000,1090000,1103000,1106000
0.965,0.988,0.948,1624000,1638000,1629000,1567000,1618000,1545000
1.013,1.066,1.044,1249000,1243000,1282000,1266000,1325000,1338000
1.012,0.995,1.019,616200,627100,618000,623400,623900,629800
1.005,0.963,0.941,1362000,1422000,1375000,1368000,1370000,1294000
0.979,0.998,0.983,5221000,5282000,5363000,5113000,5270000,5274000
0.987,0.982,1.009,398400,398300,407000,393000,391100,410600
0.976,0.98,1.014,2855000,2847000,2759000,2786000,2789000,2799000
0.979,1.033,1.005,491400,488200,495400,481200,504400,497800
0.917,0.936,0.959,1641000,1604000,1570000,1504000,1501000,1505000
1.014,1.056,1.014,680800,674900,695600,690600,713000,705500
0.995,1.002,1.015,1313000,1368000,1412000,1307000,1370000,1434000
1.011,0.984,1.051,731600,769300,743600,739400,756700,781500
0.991,1.031,1.016,1794000,1740000,1802000,1777000,1795000,1831000
1.05,1.056,1.034,863700,867500,887000,907300,915800,917200
0.983,1.03,1.029,277800,279200,284400,273000,287700,292500
0.976,1.019,0.973,1741000,1675000,1721000,1700000,1707000,1675000
1.014,1.047,1.06,718000,717300,747200,728200,751200,791900
0.971,0.99,1.014,1530000,1521000,1501000,1485000,1506000,1522000
1.027,0.927,1.039,1862000,2105000,1882000,1913000,1951000,1957000
0.999,1.025,1.027,1090000,1061000,1088000,1089000,1087000,1118000
1.088,0.917,1.062,1528000,1708000,1532000,1662000,1566000,1627000
1.354,1.368,1.474,1043000,1052000,991500,1411000,1439000,1462000
0.99,1.005,1.008,841900,868100,877800,833200,872100,884900
0.996,0.982,1.044,689800,708000,684100,687000,695200,714200
1.015,1.059,1.039,759400,766900,783600,770600,812400,814100
0.969,1.008,1.029,1609000,1624000,1615000,1559000,1637000,1661000
0.982,0.976,0.967,1017000,1025000,1047000,998800,1000000,1013000
1.024,1.008,1.053,509400,533600,524400,521800,537700,552200
0.991,1.004,1.007,900500,892800,907400,892700,896700,914200
0.991,1.015,0.967,1443000,1438000,1467000,1431000,1460000,1418000
0.971,1.077,1.056,566800,551600,564400,550200,594200,596200
1,0.968,0.957,2177000,2234000,2216000,2176000,2162000,2122000
1.033,1.025,1.033,1199000,1231000,1209000,1239000,1261000,1249000
1.002,0.989,1.109,1582000,1635000,1508000,1585000,1617000,1671000
1.046,0.996,1.004,1437000,1489000,1509000,1502000,1483000,1515000
1.234,1.256,1.233,3719000,3735000,3751000,4589000,4691000,4626000
1.035,1.045,1.009,702100,691100,711900,726800,722500,718100
1.01,1.027,1.036,765000,774500,784600,772800,795700,812500
1.008,1.03,0.964,331000,329500,348100,333700,339500,335600
0.994,0.972,1.002,1281000,1324000,1284000,1273000,1287000,1287000
0.995,0.996,0.978,1044000,1062000,1051000,1039000,1058000,1028000
0.954,0.937,0.973,1102000,1141000,1120000,1051000,1069000,1090000
1.014,1.053,1.025,1098000,1107000,1122000,1114000,1165000,1150000
1.001,1.073,1.001,1438000,1404000,1444000,1440000,1507000,1445000
0.971,1.027,0.995,4929000,4957000,5005000,4787000,5093000,4981000
1.001,0.969,1.039,489900,491200,486400,490400,475900,505600
1.015,1.036,1.024,474700,489800,492300,481900,507300,504200
0.98,0.982,0.979,224200000,224400000,226900000,219600000,220400000,222000000
0.973,0.977,0.987,146600000,146200000,145700000,142700000,142800000,143800000
0.974,0.959,0.951,30160000,31090000,31170000,29370000,29800000,29650000
1.001,1.03,1,1154000,1173000,1233000,1155000,1208000,1232000
0.963,1.007,0.962,7858000,7767000,7826000,7564000,7821000,7528000
0.97,0.961,0.959,48530000,48420000,48080000,47090000,46530000,46120000
0.968,1.003,0.964,2763000,2723000,2777000,2676000,2732000,2678000
0.987,0.974,0.975,5031000,5102000,5082000,4966000,4971000,4953000
1.02,0.927,0.957,3749000,3931000,3844000,3826000,3643000,3678000
0.963,1.004,0.949,19360000,18900000,18960000,18630000,18960000,17990000
0.892,0.998,0.988,8304000,7839000,7963000,7406000,7820000,7864000
0.968,0.997,0.96,1190000,1173000,1180000,1152000,1169000,1132000
0.968,0.999,0.996,2532000,2525000,2526000,2450000,2522000,2517000
1.031,1.056,1.009,3317000,3285000,3385000,3420000,3469000,3414000
1.673,1.655,1.735,6951000,7107000,7218000,11630000,11760000,12520000
0.964,1.012,0.968,12950000,12620000,12990000,12480000,12770000,12580000
0.978,0.993,1.002,6561000,6459000,6642000,6414000,6413000,6652000
1.019,0.975,0.971,12920000,13510000,13280000,13170000,13170000,12900000
0.968,0.992,0.989,3546000,3430000,3522000,3433000,3402000,3484000
0.955,0.972,0.982,29700000,29690000,29120000,28360000,28870000,28580000
0.97,1.004,1.019,2020000,2009000,1963000,1960000,2018000,2001000
0.982,0.963,0.989,8802000,8828000,8781000,8645000,8497000,8683000
0.949,0.981,0.993,4277000,4215000,4186000,4060000,4137000,4156000
0.981,1.049,0.934,18910000,18310000,19220000,18550000,19200000,17950000
0.982,0.926,1.019,3054000,3252000,3016000,2998000,3013000,3074000
0.999,0.962,0.988,18050000,19020000,19220000,18030000,18300000,18990000
1.035,1.013,0.994,1598000,1633000,1628000,1654000,1655000,1619000
0.973,0.984,0.987,5847000,5781000,5894000,5692000,5689000,5820000
0.969,1.013,1.015,1793000,1796000,1809000,1737000,1820000,1837000
0.977,1.016,1.017,2787000,2697000,2745000,2722000,2739000,2793000
1.002,0.979,0.979,20160000,20210000,20370000,20200000,19790000,19950000
0.984,0.961,0.999,1453000,1495000,1460000,1430000,1437000,1459000
1.003,0.998,1.002,4109000,4223000,4069000,4120000,4213000,4078000
1.035,1.01,0.964,23120000,22140000,23450000,23930000,22360000,22610000
0.958,1.002,0.983,5230000,5176000,5285000,5010000,5187000,5198000
0.959,0.943,0.964,2067000,2062000,2110000,1982000,1945000,2033000
0.94,1.02,1,3858000,3729000,3763000,3626000,3805000,3762000
0.964,0.955,0.956,4718000,4850000,4814000,4546000,4632000,4603000
0.997,0.986,0.994,5842000,5757000,5742000,5823000,5676000,5709000
0.968,0.977,0.966,6526000,6415000,6449000,6319000,6265000,6232000
0.941,0.941,1.062,1855000,1828000,1728000,1745000,1720000,1835000
0.994,0.979,0.973,5762000,5685000,5836000,5731000,5564000,5679000
0.955,1.001,0.993,10140000,10080000,10160000,9684000,10090000,10090000
0.983,0.976,0.974,11960000,12020000,12290000,11760000,11730000,11970000
0.955,0.961,0.96,10420000,10230000,10040000,9946000,9830000,9638000
1.007,1.038,1.066,1250000,1246000,1263000,1258000,1293000,1347000
1.139,0.947,0.918,576000,600700,578900,655800,569100,531100
0.998,0.999,0.978,8400000,8264000,8574000,8382000,8255000,8383000
0.978,0.985,1.004,3601000,3626000,3584000,3522000,3571000,3598000
1.605,1.67,1.631,6632000,6359000,6450000,10650000,10620000,10520000
0.991,0.967,0.967,9449000,9681000,9474000,9365000,9358000,9160000
0.976,1.043,1.01,1142000,1146000,1132000,1115000,1195000,1143000
1.014,1.039,1.071,1560000,1543000,1579000,1582000,1604000,1691000
0.999,1.054,1.002,3584000,3539000,3715000,3581000,3732000,3724000
1.015,0.932,1.008,16070000,16570000,15740000,16320000,15450000,15870000
1.463,1.509,1.505,2879000,2814000,2869000,4212000,4247000,4317000
0.974,1.013,1.016,1972000,1930000,1951000,1919000,1955000,1983000
1.037,1.012,0.974,5828000,5892000,5914000,6042000,5963000,5758000
1.045,1.046,1.033,2466000,2513000,2510000,2576000,2628000,2592000
0.984,1.038,1.009,1669000,1615000,1673000,1642000,1677000,1689000
0.979,0.97,0.932,7242000,7169000,7413000,7088000,6957000,6908000
1.014,0.983,0.964,5105000,5277000,5267000,5174000,5187000,5080000
0.995,0.895,1.011,3780000,4134000,3919000,3763000,3699000,3963000
0.935,0.972,0.98,4659000,4517000,4490000,4355000,4390000,4400000
0.976,0.984,0.999,1859000,1845000,1837000,1813000,1815000,1836000
1.001,0.968,0.997,1751000,1809000,1773000,1753000,1752000,1767000
0.953,0.99,0.999,2559000,2589000,2652000,2440000,2563000,2649000
0.959,1.031,1.017,3155000,3023000,3116000,3026000,3116000,3168000
1,0.978,0.986,5267000,5271000,5253000,5267000,5155000,5180000
0.961,0.995,0.941,3017000,3023000,3048000,2899000,3010000,2867000
0.977,1.031,1.039,718300,699900,707700,701800,721600,735500
1,1.039,0.94,1852000,1774000,1901000,1851000,1843000,1788000
0.925,0.907,0.975,9406000,9578000,8895000,8701000,8687000,8677000
0.987,1.031,0.939,1582000,1477000,1578000,1561000,1524000,1483000
0.97,0.991,0.975,2545000,2529000,2510000,2469000,2506000,2447000
1.001,1.016,1.035,782500,794200,780000,783600,806800,807300
1.012,0.948,1.01,4322000,4603000,4356000,4376000,4362000,4400000
1.013,1.115,1.05,1134000,1101000,1185000,1150000,1227000,1244000
0.994,0.987,0.964,2599000,2562000,2660000,2585000,2528000,2563000
1.036,0.986,1.045,1627000,1735000,1696000,1685000,1711000,1773000
0.941,0.957,1,6407000,6369000,6256000,6030000,6094000,6257000
1.042,0.964,1.033,2400000,2415000,2290000,2502000,2329000,2365000
0.999,0.951,0.977,6299000,6359000,6448000,6290000,6047000,6299000
0.965,1.016,0.985,5076000,5008000,5138000,4899000,5086000,5064000
0.998,1.035,0.987,1354000,1351000,1393000,1352000,1399000,1375000
0.993,0.991,0.947,1715000,1695000,1767000,1703000,1680000,1674000
0.974,0.997,0.994,1327000,1339000,1333000,1293000,1335000,1325000
0.97,1.004,1.001,1036000,1043000,1049000,1006000,1048000,1051000
0.982,1.039,0.981,680000,673900,680200,667400,700000,667100
1.02,0.961,1.014,1802000,1808000,1792000,1839000,1738000,1817000
0.976,0.989,1.03,3408000,3394000,3344000,3327000,3357000,3446000
0.985,0.948,1.007,1256000,1280000,1272000,1238000,1214000,1280000
0.974,0.99,1.04,1190000,1214000,1176000,1159000,1202000,1222000
0.939,1.032,0.953,5840000,5625000,6074000,5485000,5804000,5789000
0.956,1.001,0.955,1424000,1405000,1405000,1362000,1407000,1342000
0.913,0.919,1.033,3411000,3440000,3182000,3114000,3161000,3285000
1.008,0.997,1.042,2293000,2273000,2232000,2312000,2267000,2327000
1.265,1.315,1.277,1148000,1142000,1171000,1453000,1502000,1494000
1.386,1.35,1.343,1048000,1086000,1099000,1452000,1466000,1477000
1.016,1.016,1.04,666400,690400,661500,677000,701700,687900
0.943,0.918,0.994,7581000,7451000,7140000,7150000,6840000,7098000
0.947,0.968,0.985,34500000,32790000,33700000,32670000,31750000,33190000
0.942,1.004,1.054,801200,802700,781200,754600,806100,823400
0.991,0.983,0.977,2890000,2925000,2961000,2865000,2875000,2893000
0.967,0.988,1.027,11650000,11250000,11260000,11270000,11110000,11570000
0.974,1.061,1.03,965100,967000,966100,940200,1026000,995200
1.016,1.06,1.02,1823000,1813000,1846000,1853000,1922000,1883000
1.03,0.99,1.015,942600,992500,969300,970600,982200,983800
0.971,0.963,0.934,6084000,6013000,6223000,5906000,5790000,5812000
1.044,1.011,0.988,4613000,4812000,4962000,4817000,4863000,4903000
1.764,1.759,1.883,6336000,6290000,6178000,11180000,11060000,11630000
1.029,1.014,1.051,923400,937900,943800,950500,950600,991900
0.966,1.018,0.977,2117000,2059000,2107000,2046000,2096000,2059000
0.989,1.042,1.005,883500,896200,881500,873600,933400,885500
0.954,1.018,1.02,2777000,2613000,2609000,2648000,2661000,2661000
1.002,1.002,0.978,15150000,15380000,15590000,15180000,15410000,15240000
1.019,0.969,1.062,1253000,1278000,1256000,1277000,1238000,1333000
0.98,1.018,0.984,2174000,2123000,2126000,2130000,2162000,2092000
0.963,0.681,1.073,1131000,1640000,1112000,1089000,1117000,1192000
1.023,1.053,1.025,2317000,2277000,2292000,2369000,2399000,2350000
0.961,0.99,1.04,1602000,1603000,1594000,1540000,1586000,1657000
0.917,0.979,0.989,1625000,1577000,1563000,1490000,1544000,1547000
1.008,0.964,1.013,3965000,4067000,4136000,3998000,3922000,4192000
0.98,0.986,0.984,10170000,10140000,10300000,9971000,9995000,10140000
