Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
5216000,5153000,5134000,5096000,5183000,5127000
10860000,10870000,10930000,10730000,10790000,10900000
13610000,13450000,13570000,13270000,13410000,13230000
8317000,8255000,8371000,8310000,8212000,8445000
42230000,41430000,42410000,41360000,42030000,41790000
14030000,13950000,14040000,13570000,13810000,13870000
5246000,5290000,5251000,5211000,5115000,5211000
3380000,3306000,3397000,3347000,3349000,3332000
30590000,30260000,30270000,30390000,29480000,30010000
8675000,8589000,8569000,8347000,8531000,8402000
4018000,3989000,3968000,3967000,3986000,3966000
42330000,42660000,42570000,41830000,41220000,41480000
30170000,29710000,29740000,29590000,29770000,29500000
41570000,41080000,41630000,40350000,40570000,40720000
8093000,8125000,8146000,8015000,8089000,8138000
3754000,3701000,3788000,3711000,3732000,3691000
9314000,9241000,9302000,9084000,9169000,9109000
7198000,7202000,7311000,7108000,7198000,7307000
6588000,6628000,6580000,6470000,6654000,6667000
15160000,15060000,14820000,14790000,14680000,14760000
113800000,115700000,115800000,113600000,112900000,112200000
19920000,19730000,19950000,19440000,19400000,19460000
7155000,7229000,7318000,7030000,7203000,7377000
15530000,15660000,15590000,15280000,15610000,15330000
11360000,11500000,11240000,11250000,11290000,11270000
59290000,58740000,59460000,59020000,59140000,58720000
5454000,5372000,5447000,5318000,5455000,5482000
3204000,3235000,3197000,3140000,3188000,3168000
206100000,202800000,203300000,199700000,199300000,201100000
10010000,10040000,10110000,9980000,10010000,10110000
4277000,4300000,4333000,4232000,4285000,4312000
11020000,10910000,11020000,10780000,10890000,11060000
4740000,4724000,4737000,4606000,4730000,4703000
3803000,3965000,3869000,3718000,3841000,3894000
11570000,11460000,11510000,11190000,11370000,11190000
12500000,12400000,12540000,12290000,12290000,12410000
4799000,4665000,4703000,4654000,4732000,4686000
7194000,7143000,7212000,6997000,7187000,7174000
5458000,5624000,5512000,8166000,8167000,8104000
3029000,3011000,2976000,2944000,2973000,2991000
4457000,4582000,4619000,4548000,4492000,4551000
13260000,13230000,13100000,13080000,12850000,13000000
8168000,8135000,8162000,8031000,8129000,7958000
6408000,6361000,6373000,6285000,6340000,6263000
2319000,2399000,2351000,2288000,2356000,2391000
35770000,34660000,35150000,34550000,34370000,34340000
6362000,6377000,6486000,6252000,6484000,6466000
17640000,17540000,17530000,16930000,17060000,17060000
3930000,3916000,4030000,3884000,3927000,3860000
3963000,4088000,4001000,4013000,3998000,4016000
6261000,6357000,6184000,6165000,6165000,6155000
15280000,15090000,14960000,14760000,14780000,14880000
4785000,4796000,4772000,4690000,4735000,4756000
2480000,2491000,2513000,2439000,2527000,2500000
4109000,4061000,4070000,3969000,3965000,3970000
21340000,21490000,21590000,21030000,20780000,20990000
9667000,9970000,9783000,9670000,9659000,9857000
3860000,3839000,3862000,3788000,3881000,3943000
3879000,3905000,3884000,3837000,3937000,3912000
2984000,2956000,2946000,2891000,2936000,2962000
4147000,4084000,4205000,4042000,4144000,4092000
68850000,68110000,68600000,66760000,66130000,67290000
15730000,15860000,15810000,15570000,15690000,15380000
27130000,26870000,27560000,26430000,26450000,27330000
6330000,6292000,6071000,6147000,6177000,6118000
2547000,2548000,2515000,2523000,2546000,2578000
3394000,3423000,3430000,3441000,3432000,3543000
1853000,1873000,1867000,1819000,1877000,1883000
17270000,17500000,17390000,17240000,17320000,17410000
9466000,9441000,9765000,9354000,9486000,9439000
22980000,22630000,23010000,22460000,22710000,22390000
3098000,3084000,3163000,4546000,4539000,4577000
2031000,2042000,2031000,2003000,2042000,2069000
11080000,11030000,11170000,11000000,11290000,11180000
15030000,14700000,15020000,14560000,14600000,14620000
15210000,15030000,15310000,14770000,15030000,14850000
6427000,6409000,6323000,6292000,6435000,6398000
3874000,3894000,3917000,3820000,3868000,3920000
3076000,3096000,3096000,3096000,3109000,3125000
4076000,4056000,4096000,4070000,4050000,4036000
3564000,3552000,3600000,3479000,3560000,3585000
2109000,2128000,2158000,2079000,2136000,2161000
1356000,1410000,1395000,1353000,1389000,1404000
115400000,115000000,116900000,112900000,114100000,114200000
16950000,16740000,16820000,16570000,16720000,16350000
13110000,13440000,13280000,13020000,12860000,12880000
2551000,2562000,2543000,2544000,2610000,2603000
6543000,6541000,6575000,6374000,6485000,6473000
11670000,11300000,11370000,11060000,11330000,11240000
7822000,7908000,7824000,7668000,7749000,7670000
2946000,2901000,2933000,2944000,3034000,3024000
9820000,9738000,9900000,9770000,9711000,9695000
36030000,36060000,35650000,35630000,35830000,34680000
28980000,29960000,29530000,28540000,28950000,28880000
32280000,31820000,32540000,32400000,31650000,31850000
23440000,23340000,23500000,23660000,23740000,24070000
13860000,13740000,13690000,13310000,13410000,13270000
8524000,8624000,8690000,8624000,8762000,8468000
13300000,13270000,13190000,13140000,13160000,13010000
2165000,2137000,2156000,2119000,2179000,2175000
15590000,15620000,15740000,15560000,15240000,15560000
6191000,6242000,6181000,6115000,6133000,6080000
8315000,8279000,8293000,7999000,8218000,8208000
9935000,9659000,9882000,9705000,9677000,9549000
3495000,3479000,3512000,3492000,3482000,3448000
5686000,5852000,5790000,5713000,5644000,5681000
5151000,5192000,5100000,4979000,5185000,5139000
3135000,3157000,3147000,3121000,3116000,3159000
28290000,27520000,27690000,27690000,27590000,27440000
6229000,6069000,6165000,6071000,6166000,6142000
10140000,10170000,10040000,9805000,9747000,9875000
14820000,14580000,14970000,14480000,14540000,14560000
27430000,27380000,26750000,26770000,26480000,26400000
15610000,15460000,15540000,15480000,15720000,15650000
14850000,14610000,14480000,14180000,14340000,14350000
21060000,20260000,21060000,20550000,20470000,20660000
4127000,4126000,4169000,6278000,6280000,6272000
3569000,3592000,3577000,3485000,3531000,3567000
2645000,2692000,2714000,2612000,2705000,2724000
2887000,2986000,2908000,2850000,2913000,2927000
2198000,2226000,2238000,2197000,2270000,2276000
4435000,4395000,4528000,4342000,4466000,4442000
3394000,3503000,3453000,3419000,3475000,3435000
1819000,1810000,1852000,1786000,1848000,1858000
3608000,3537000,3627000,3590000,3637000,3639000
30190000,30490000,30430000,30090000,29580000,29620000
14630000,14600000,14690000,14380000,14310000,14240000
8354000,8316000,8351000,8151000,8231000,8257000
8884000,8964000,8828000,8714000,8769000,9133000
13530000,13790000,13300000,13110000,13440000,12890000
8368000,8475000,8396000,8438000,8405000,8416000
10190000,10000000,10090000,9718000,9864000,9772000
8982000,8987000,8984000,14580000,14660000,14410000
3246000,3206000,3271000,3206000,3203000,3221000
4664000,4645000,4623000,4461000,4623000,4515000
3076000,3109000,3046000,3011000,3035000,3056000
4497000,4392000,4402000,4405000,4326000,4310000
1574000,1614000,1574000,1550000,1578000,1602000
2129000,2193000,2154000,2123000,2137000,2162000
1608000,1642000,1646000,1598000,1633000,1657000
54390000,53600000,55100000,54080000,52290000,53340000
7617000,7605000,7650000,7668000,7573000,7760000
17560000,17370000,17180000,17030000,16890000,16810000
8704000,8576000,8746000,8437000,8480000,8450000
4860000,4806000,4838000,4809000,4796000,4762000
10210000,9996000,10180000,9995000,10140000,10140000
5219000,5167000,5161000,5066000,5165000,5130000
1399000,1397000,1493000,1413000,1508000,1615000
2458000,2524000,2527000,2484000,2522000,2595000
1955000,1957000,1967000,1916000,2016000,1987000
2348000,2399000,2374000,2335000,2357000,2428000
42790000,42340000,42960000,41840000,41440000,42180000
28210000,28070000,28100000,28230000,27610000,27900000
9190000,9254000,9236000,9090000,9197000,8999000
16230000,15860000,16360000,15710000,15550000,15670000
3727000,3750000,3745000,3695000,3780000,3831000
5044000,4971000,5072000,4882000,4931000,4928000
4923000,4917000,4943000,4990000,4986000,4963000
5229000,5142000,5289000,5184000,5287000,5418000
5406000,5384000,5451000,5459000,5393000,5420000
7981000,7955000,8143000,7886000,8140000,8298000
3682000,3678000,3700000,3563000,3615000,3678000
1920000,2045000,1909000,1876000,1928000,1942000
3102000,3011000,3112000,3020000,3064000,3072000
5085000,5069000,5062000,4888000,4957000,4962000
1513000,1605000,1517000,1504000,1535000,1566000
3035000,3088000,3042000,2985000,3147000,3172000
3336000,3400000,3475000,3386000,3384000,3374000
2888000,2897000,2931000,2905000,2954000,2952000
2454000,2396000,2448000,2343000,2368000,2382000
2416000,2455000,2396000,2379000,2391000,2452000
8515000,8738000,8533000,8412000,8472000,8594000
29470000,29060000,28690000,28590000,28100000,28780000
67400000,65960000,67500000,67050000,65440000,65070000
48280000,48310000,48280000,47840000,47310000,48110000
37750000,38650000,38920000,38040000,37790000,37130000
61380000,60420000,62130000,60570000,61280000,60080000
7033000,7111000,6971000,6962000,6908000,6944000
33800000,33200000,33390000,31940000,32220000,32340000
3214000,3271000,3285000,3219000,3216000,3291000
7655000,7535000,7738000,7509000,7359000,7484000
7510000,7471000,7553000,7320000,7390000,7499000
9166000,9135000,9391000,9062000,9046000,9233000
6226000,6200000,6200000,6122000,6196000,6192000
2751000,2771000,2745000,3941000,4000000,4022000
4847000,4735000,4789000,4742000,4752000,4759000
4593000,4638000,4707000,4439000,4567000,4544000
3042000,3065000,3087000,3015000,3050000,3039000
7159000,7132000,7311000,6967000,7184000,7233000
2803000,2755000,2842000,2795000,2817000,2825000
3772000,3889000,3833000,3784000,3801000,3823000
4296000,4320000,4216000,4181000,4139000,4256000
1714000,1755000,1769000,1774000,1794000,1794000
1188000,1189000,1209000,1178000,1211000,1225000
13050000,13120000,13210000,12850000,12840000,12900000
23890000,24280000,24370000,24090000,24170000,24190000
6957000,6920000,6875000,6712000,6800000,6746000
3953000,3901000,3948000,3849000,3962000,3971000
7796000,7722000,7788000,7622000,7713000,7831000
10170000,9883000,9747000,9870000,9823000,9910000
4254000,4228000,4226000,4253000,4247000,4327000
4445000,4411000,4418000,4285000,4373000,4338000
11590000,11490000,11470000,11080000,11200000,11440000
4023000,3955000,4049000,3901000,4049000,4013000
5160000,5225000,5321000,5132000,5204000,5074000
3613000,3602000,3537000,3515000,3526000,3568000
7035000,7178000,7088000,7195000,7153000,7123000
12410000,12400000,12600000,12210000,12340000,12110000
5268000,5248000,5201000,5146000,5055000,5104000
4150000,4051000,4136000,4030000,4229000,4223000
3493000,3491000,3520000,3397000,3454000,3514000
4875000,5276000,4908000,4883000,4918000,4900000
1459000,1453000,1493000,1442000,1502000,1548000
24170000,23560000,24010000,23620000,23290000,23310000
14060000,13850000,14010000,13860000,13730000,13750000
14300000,14290000,14530000,14080000,14290000,14530000
6096000,6136000,6101000,9784000,9740000,9727000
7352000,7309000,7543000,7244000,7231000,7305000
3205000,3250000,3168000,3248000,3276000,3276000
11610000,11450000,11810000,11550000,11290000,11250000
5031000,4900000,5078000,5025000,4964000,5158000
11870000,12020000,12020000,11380000,11790000,11350000
8870000,8838000,8819000,8578000,8725000,8550000
15260000,15160000,15390000,15370000,14880000,15130000
3272000,3254000,3300000,3221000,3319000,3233000
7197000,7201000,7191000,7178000,7091000,6897000
11210000,11150000,11230000,10830000,11140000,11140000
3403000,3292000,3372000,3380000,3394000,3471000
4368000,4378000,4372000,4318000,4247000,4344000
1853000,1837000,1881000,1815000,1864000,1898000
3322000,3353000,3362000,3300000,3312000,3337000
15750000,16460000,15720000,15560000,15190000,15350000
2484000,2472000,2523000,3677000,3768000,3770000
2161000,2122000,2159000,2083000,2187000,2150000
5989000,5983000,5890000,5938000,5913000,6116000
2903000,2889000,2938000,2871000,2868000,2849000
3765000,3749000,3753000,3707000,3720000,3775000
1403000,1410000,1411000,1419000,1432000,1436000
1774000,1795000,1785000,1763000,1821000,1799000
1995000,2031000,2032000,1989000,1999000,2000000
19840000,19410000,19930000,19320000,19440000,19920000
219800000,223400000,218600000,217000000,214100000,211900000
54550000,54700000,54200000,53940000,53270000,52760000
5362000,5482000,5394000,5343000,5407000,5445000
34160000,33950000,33900000,33540000,33520000,33140000
30270000,30840000,31370000,30730000,30960000,30990000
11650000,11350000,11350000,11200000,11210000,11050000
13390000,13290000,13430000,13100000,12900000,12910000
5198000,5139000,5043000,8355000,8532000,8416000
6653000,6666000,6692000,6406000,6511000,6639000
2745000,2720000,2735000,2716000,2816000,2788000
15510000,15280000,14950000,15070000,15210000,15070000
7469000,7330000,7338000,7228000,7298000,7196000
4111000,4010000,4056000,4083000,4124000,4153000
6425000,6470000,6492000,6431000,6541000,6610000
7431000,7118000,7397000,7065000,7113000,7180000
3255000,3328000,3330000,3299000,3320000,3250000
4597000,4515000,4656000,4479000,4561000,4659000
3807000,3802000,3864000,3758000,3831000,3831000
1917000,1977000,1941000,1921000,1984000,2006000
2602000,2642000,2651000,2601000,2682000,2678000
3742000,3785000,3715000,3772000,3702000,3794000
2683000,2655000,2650000,2623000,2635000,2664000
1704000,1704000,1711000,1710000,1741000,1764000
1438000,1425000,1445000,1440000,1458000,1473000
33690000,32810000,33560000,32780000,32410000,32340000
12770000,12650000,13050000,12740000,12790000,12950000
10900000,10650000,10590000,10570000,10690000,10610000
12810000,12920000,12770000,12790000,13050000,12670000
17720000,17530000,18000000,17150000,17520000,17540000
6074000,5930000,6063000,5978000,5878000,5892000
7223000,7190000,7174000,7078000,7044000,7026000
14150000,14320000,14420000,13960000,14170000,14320000
8510000,8534000,8382000,8281000,8222000,8035000
3570000,3584000,3583000,3482000,3559000,3548000
7823000,7751000,7819000,7788000,7716000,7771000
1883000,1884000,1913000,1866000,1911000,1935000
2216000,2202000,2238000,2252000,2310000,2305000
8308000,8268000,8617000,8251000,8203000,8324000
5092000,5026000,4964000,4886000,4990000,4904000
3794000,3773000,3799000,3759000,3785000,3854000
2451000,2422000,2433000,2442000,2432000,2489000
5050000,4989000,5000000,5043000,5058000,5026000
4707000,4702000,4765000,4670000,4650000,4652000
2333000,2363000,2283000,2309000,2369000,2371000
3081000,3121000,3120000,3059000,3094000,3101000
2454000,2433000,2444000,2425000,2469000,2499000
9532000,9390000,9584000,9444000,9362000,9155000
3207000,3177000,3177000,3117000,3169000,3084000
1688000,1667000,1687000,1660000,1711000,1697000
1723000,1718000,1722000,1694000,1681000,1679000
1940000,1936000,1933000,1902000,1973000,1939000
2847000,2970000,2931000,2856000,2868000,2985000
3009000,3063000,3053000,2979000,3063000,3051000
2392000,2365000,2371000,2322000,2373000,2380000
910100,906600,942700,918600,954100,966700
218800000,220400000,218100000,214100000,212700000,210400000
30110000,30710000,30580000,29750000,29390000,29910000
13400000,13150000,13100000,13150000,12810000,12660000
41530000,42130000,42050000,40530000,40810000,40410000
16600000,16410000,16670000,16590000,16510000,16460000
33050000,32840000,33260000,32410000,32600000,31600000
17380000,17270000,17230000,17100000,16790000,16780000
10150000,10140000,10100000,9981000,9969000,10000000
12380000,12230000,12150000,12080000,12270000,11840000
7184000,7090000,7117000,7020000,7029000,7042000
12460000,12420000,12120000,12500000,12310000,12090000
7399000,7164000,7093000,7149000,7317000,7230000
5283000,5482000,5608000,5346000,5369000,5298000
4556000,4468000,4493000,4434000,4422000,4450000
5468000,5495000,5466000,5348000,5395000,5278000
7966000,7950000,7797000,7887000,7997000,8098000
3547000,3543000,3570000,3475000,3527000,3638000
4930000,4910000,4975000,5048000,4952000,4959000
4375000,4314000,4449000,4260000,4326000,4392000
2344000,2368000,2412000,2373000,2396000,2403000
5761000,5764000,5673000,6123000,6023000,6126000
1441000,1438000,1461000,1439000,1487000,1472000
3532000,3478000,3536000,3438000,3485000,3511000
2572000,2580000,2485000,2488000,2522000,2491000
3786000,3820000,3791000,3809000,3780000,3788000
4755000,5072000,4961000,4766000,4727000,4778000
1737000,1720000,1771000,1718000,1748000,1730000
1357000,1365000,1346000,1317000,1389000,1372000
3246000,3206000,3270000,3203000,3250000,3251000
5285000,5260000,5231000,5221000,5188000,5479000
2456000,2430000,2468000,2389000,2465000,2485000
1951000,1948000,1940000,1912000,1987000,2029000
2243000,2184000,2262000,2188000,2225000,2277000
2075000,2068000,2091000,2092000,2126000,2121000
1981000,1978000,1993000,1895000,1985000,1999000
3154000,3160000,3230000,3085000,3151000,3164000
2133000,2140000,2116000,2133000,2138000,2153000
1015000,1042000,1029000,1024000,1058000,1054000
44280000,44720000,44130000,44290000,42900000,43040000
55060000,55290000,54460000,54550000,53490000,53390000
18450000,18570000,18510000,18080000,18220000,18330000
6219000,6191000,6385000,6093000,6097000,6374000
10170000,10010000,10200000,9813000,9954000,10230000
9510000,9430000,9401000,9171000,9295000,9180000
5391000,5370000,5338000,5386000,5206000,5406000
10780000,10650000,10640000,10420000,10410000,10230000
2793000,2764000,2743000,2707000,2760000,2778000
8496000,8694000,8679000,8502000,8825000,8849000
3836000,3860000,3875000,3829000,3888000,3909000
7045000,6883000,7045000,6938000,7018000,7018000
2683000,2642000,2693000,2595000,2645000,2669000
9358000,9422000,9474000,9137000,9035000,9176000
4273000,4279000,4320000,4259000,4213000,4220000
22410000,22380000,22200000,21930000,21470000,21600000
6633000,6627000,6792000,6491000,6672000,6814000
2983000,2938000,3010000,2903000,2963000,2997000
17440000,17350000,17270000,17030000,17010000,16700000
4405000,4389000,4448000,4322000,4430000,4418000
5113000,5159000,5192000,5042000,5205000,5374000
5855000,5797000,5679000,5530000,5664000,5750000
4805000,5011000,4878000,4823000,4837000,4863000
3741000,3783000,3783000,3744000,3743000,3691000
3806000,3734000,3785000,3725000,3764000,3783000
1503000,1507000,1501000,1469000,1514000,1567000
7147000,7177000,7137000,10320000,10360000,10260000
3795000,3821000,3726000,3703000,3717000,3714000
8682000,8663000,8595000,8675000,8689000,8576000
2034000,1994000,2004000,1975000,1989000,2002000
2324000,2320000,2491000,2341000,2382000,2326000
2355000,2331000,2348000,2325000,2332000,2312000
2084000,2090000,2102000,2078000,2122000,2141000
2506000,2545000,2570000,3668000,3700000,3646000
1202000,1247000,1202000,1201000,1221000,1244000
1858000,1867000,1879000,1813000,1849000,1895000
151400000,152600000,150100000,151200000,151400000,150500000
19830000,19700000,20520000,19720000,19730000,19790000
21690000,20890000,21290000,21080000,20930000,20710000
51090000,50960000,50730000,50190000,49770000,49910000
10300000,10330000,10500000,10370000,10450000,10380000
11820000,11810000,11880000,11880000,11770000,11890000
3382000,3428000,3380000,3278000,3469000,3515000
4908000,4923000,4868000,4785000,4741000,4816000
9258000,9345000,9076000,8938000,9013000,8993000
3698000,3669000,3723000,3707000,3689000,3675000
9910000,9603000,10050000,9678000,9562000,9897000
8413000,8442000,8489000,8372000,8334000,8498000
15840000,15750000,15610000,15150000,14800000,15130000
3802000,3802000,3794000,3680000,3713000,3738000
3430000,3498000,3443000,3410000,3371000,3424000
5452000,5275000,5255000,5320000,5297000,5306000
3860000,3815000,3876000,3782000,3817000,3888000
4172000,4259000,4192000,4381000,4482000,4460000
2174000,2209000,2225000,2130000,2188000,2176000
6081000,6002000,6103000,5918000,6031000,6051000
2306000,2427000,2314000,2322000,2321000,2398000
1277000,1297000,1308000,1272000,1288000,1333000
2781000,3218000,2708000,2653000,2732000,2821000
2771000,2670000,2762000,2669000,2730000,2730000
1999000,1962000,2017000,1992000,2030000,2054000
2648000,2640000,2738000,2651000,2690000,2627000
3106000,3161000,3133000,3054000,3148000,3080000
3589000,3551000,3489000,4908000,5090000,4983000
2746000,2748000,2725000,2723000,2713000,2730000
2243000,2206000,2206000,2186000,2183000,2182000
5167000,5203000,5205000,5110000,5127000,5127000
1405000,1391000,1378000,1357000,1355000,1358000
2372000,2329000,2387000,2332000,2397000,2473000
2944000,2960000,2968000,2881000,2931000,2919000
2825000,2879000,2902000,2810000,2821000,2907000
1835000,1859000,1873000,1808000,1845000,1847000
953000,951200,985500,946100,986400,994900
1521000,1568000,1547000,1513000,1527000,1564000
83660000,84540000,84240000,84480000,82430000,82440000
23210000,23160000,22900000,23090000,23280000,23010000
17300000,16850000,17300000,29440000,29100000,29550000
7600000,7461000,7387000,7238000,7502000,7604000
4065000,3971000,4067000,3879000,3912000,3910000
4502000,4557000,4574000,4468000,4607000,4546000
9016000,9153000,9038000,8847000,8985000,8914000
4958000,4838000,4876000,4886000,4990000,4853000
1790000,1805000,1816000,1776000,1822000,1850000
2930000,2885000,2901000,2832000,2912000,2843000
4022000,4085000,4095000,4041000,4101000,4109000
8439000,8433000,8525000,8660000,8289000,8568000
7106000,7172000,7182000,7089000,7136000,7120000
7669000,7743000,7712000,12560000,12240000,12250000
5978000,5923000,5948000,5916000,6050000,5926000
4289000,4217000,4240000,4117000,4164000,4168000
3808000,3840000,3852000,3786000,3764000,3840000
5246000,5161000,5308000,5273000,5236000,5274000
1344000,1367000,1331000,1314000,1338000,1379000
2248000,2212000,2219000,2206000,2221000,2187000
11060000,10830000,10930000,10790000,10730000,10660000
2464000,2581000,2542000,2464000,2539000,2559000
3042000,2953000,3045000,2980000,3091000,3091000
2604000,2720000,2613000,3372000,3425000,3404000
3189000,3207000,3282000,3257000,3265000,3371000
3318000,3235000,3373000,3296000,3277000,3379000
8569000,8269000,8247000,8345000,8275000,7967000
2859000,2934000,2898000,2819000,2809000,2873000
4884000,4723000,4823000,4873000,4957000,4920000
1550000,1543000,1589000,1544000,1565000,1602000
2395000,2379000,2394000,2381000,2397000,2466000
1469000,1503000,1511000,1452000,1488000,1487000
2611000,2584000,2589000,2564000,2626000,2600000
3999000,4027000,3922000,4008000,4045000,3945000
2725000,2707000,2819000,2805000,2846000,2888000
2539000,2561000,2562000,2501000,2532000,2528000
3917000,4203000,4012000,3954000,3994000,4087000
3942000,3906000,3925000,3826000,3928000,3769000
1093000,1104000,1093000,1059000,1063000,1089000
3854000,3824000,3742000,3717000,3774000,3807000
1482000,1478000,1453000,1479000,1485000,1435000
2332000,2389000,2434000,2382000,2412000,2448000
2308000,2367000,2353000,2346000,2372000,2314000
19480000,19220000,19570000,18860000,18960000,19070000
36600000,35730000,35930000,34740000,35670000,34360000
11240000,10870000,10900000,10790000,10690000,10540000
8384000,8378000,8665000,8536000,8207000,8528000
39940000,39030000,38230000,38530000,37380000,37360000
18280000,18390000,17930000,30050000,30380000,30510000
7159000,6818000,6901000,6888000,6999000,6841000
11010000,10940000,10840000,10400000,10410000,10550000
3205000,3247000,3407000,3238000,3337000,3398000
3096000,3195000,3113000,3030000,3141000,3213000
24870000,24300000,24770000,24210000,24390000,23480000
10500000,10320000,10160000,10070000,9812000,9981000
10040000,10100000,10140000,10040000,10170000,9910000
5124000,4933000,5036000,4968000,5063000,5078000
4788000,4668000,4659000,4600000,4659000,4668000
2180000,2195000,2231000,2195000,2231000,2246000
7071000,7065000,7172000,6885000,7125000,6969000
2965000,2929000,2929000,2899000,2918000,2996000
4206000,4182000,4172000,4116000,4100000,4107000
8417000,8420000,8521000,13750000,13550000,13220000
4373000,4355000,4379000,4296000,4369000,4468000
2361000,2371000,2448000,2404000,2430000,2411000
2194000,2183000,2204000,2207000,2271000,2256000
2096000,2063000,2140000,2091000,2112000,2106000
3180000,3244000,3146000,3224000,3118000,3153000
1747000,1710000,1760000,1668000,1742000,1756000
2226000,2235000,2305000,2229000,2257000,2281000
6375000,6369000,6291000,6254000,6190000,6360000
1430000,1466000,1495000,1436000,1489000,1487000
2197000,2199000,2259000,2209000,2225000,2266000
2804000,2786000,2784000,2753000,2694000,2729000
1943000,1927000,1918000,1861000,1892000,1897000
1443000,1453000,1445000,1418000,1434000,1440000
2017000,1957000,1979000,1978000,2038000,2004000
1626000,1632000,1644000,1631000,1675000,1696000
1174000,1195000,1166000,1140000,1198000,1206000
2468000,2412000,2447000,2449000,2424000,2442000
85170000,85910000,88560000,84690000,84680000,86150000
35360000,34940000,35610000,34460000,35120000,34480000
143400000,140600000,141100000,141700000,139600000,137400000
6582000,6749000,6454000,6672000,6570000,6477000
39500000,38250000,38480000,39200000,37260000,38390000
12400000,12150000,12560000,12210000,12370000,12280000
11520000,11720000,11430000,11160000,11220000,11580000
32650000,33610000,33960000,33050000,34030000,33130000
13130000,13110000,13050000,12550000,12890000,12900000
3876000,3848000,3851000,3785000,3850000,3969000
8490000,8575000,8535000,8461000,8518000,8511000
9152000,8809000,9000000,8927000,8962000,8948000
13570000,14090000,13950000,13750000,13620000,13520000
4366000,4214000,4397000,4151000,4328000,4439000
7205000,7122000,7188000,7081000,7098000,7098000
4471000,4488000,4557000,4457000,4525000,4681000
5212000,5514000,5307000,5052000,5304000,5496000
3331000,3301000,3281000,3229000,3304000,3260000
3408000,3441000,3355000,4929000,4937000,4898000
1712000,1711000,1739000,1672000,1727000,1658000
1523000,1518000,1518000,1455000,1516000,1472000
1577000,1546000,1562000,1539000,1548000,1562000
3014000,3035000,2922000,2954000,2915000,2950000
1834000,1764000,1795000,1791000,1766000,1846000
9423000,9330000,9572000,9072000,9435000,9256000
2657000,2635000,2623000,2587000,2598000,2660000
2744000,2748000,2778000,2748000,2778000,2809000
1736000,1714000,1701000,1678000,1702000,1719000
2157000,2208000,2186000,2224000,2251000,2279000
2059000,2050000,2069000,2091000,2074000,2076000
2103000,2129000,2100000,2086000,2099000,2138000
2256000,2280000,2274000,2290000,2293000,2362000
1746000,1735000,1748000,1691000,1742000,1778000
2500000,2475000,2533000,2496000,2521000,2499000
