Abundance Ratio: (129) / (126),Abundance Ratio: (130) / (127),Abundance Ratio: (131) / (128),Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
0.993,0.993,0.966,52790000,51960000,53120000,52440000,51580000,51310000
0.987,0.959,0.971,50340000,50540000,49980000,49680000,48460000,48510000
1.022,0.965,0.993,50260000,52370000,50360000,51370000,50520000,50020000
0.993,0.984,0.976,50120000,49960000,49750000,49760000,49150000,48530000
1.002,0.93,0.997,49810000,51190000,49840000,49910000,47620000,49680000
0.987,0.999,0.973,49000000,50070000,50330000,48380000,50000000,48950000
1.028,0.999,0.951,48640000,49630000,51940000,50000000,49560000,49380000
0.98,0.985,0.973,47400000,47790000,47720000,46450000,47080000,46420000
0.999,0.988,0.986,47300000,47050000,46840000,47250000,46500000,46190000
0.984,0.968,0.979,46640000,47230000,48110000,45880000,45730000,47120000
1.036,0.99,0.978,45880000,46410000,46920000,47510000,45960000,45890000
1.003,0.969,0.943,45860000,47250000,48400000,46020000,45760000,45660000
1.058,1.06,0.967,45390000,42220000,45620000,48000000,44770000,44130000
0.997,0.979,0.973,45110000,44170000,45590000,44990000,43220000,44350000
1.002,0.97,1.005,44290000,45950000,45340000,44390000,44580000,45580000
1.007,1.02,0.989,43710000,43320000,44140000,44030000,44200000,43650000
0.989,1.022,0.995,43360000,42800000,43250000,42900000,43720000,43040000
0.982,0.98,0.948,41840000,42580000,43110000,41100000,41720000,40850000
0.979,1.014,0.963,41500000,41950000,42470000,40610000,42520000,40880000
0.979,0.99,0.984,41250000,40920000,41270000,40410000,40500000,40630000
0.981,0.981,0.986,40940000,40910000,40800000,40160000,40120000,40230000
1.007,0.964,0.994,40900000,41730000,40670000,41190000,40250000,40430000
1.016,0.997,0.997,40730000,41290000,41260000,41390000,41170000,41120000
0.936,0.956,1.092,40110000,40490000,38490000,37560000,38730000,42030000
1.321,1.196,1.257,39880000,42760000,41730000,52700000,51130000,52440000
0.986,0.995,1.014,39580000,39450000,39560000,39010000,39250000,40110000
0.979,0.968,0.961,39470000,39760000,40550000,38650000,38500000,38960000
0.992,0.984,0.998,39070000,38870000,38360000,38750000,38260000,38270000
0.982,0.978,0.968,37830000,38140000,38370000,37150000,37290000,37150000
0.995,0.992,0.958,37560000,36820000,36680000,37390000,36520000,35150000
1.034,0.979,1.024,37500000,38900000,38740000,38780000,38090000,39680000
0.95,0.982,0.986,37270000,37030000,36420000,35400000,36360000,35930000
0.991,0.985,0.957,37160000,37340000,38480000,36830000,36800000,36810000
0.948,0.97,0.993,37040000,35380000,36200000,35130000,34320000,35960000
1.032,1.022,1.017,37000000,37040000,39140000,38170000,37870000,39810000
1.008,0.963,0.985,36810000,37320000,36880000,37090000,35930000,36330000
0.973,1.005,1.006,36700000,36430000,36000000,35720000,36620000,36230000
0.914,0.938,1.022,36220000,34540000,33230000,33120000,32420000,33980000
0.981,1.026,0.996,35470000,35320000,35020000,34780000,36250000,34880000
1.005,0.982,1.005,35240000,35440000,35330000,35430000,34790000,35510000
0.995,1.046,0.972,34870000,33120000,34820000,34700000,34640000,33840000
0.934,0.936,0.964,34140000,34070000,33910000,31880000,31880000,32690000
1.038,0.966,0.971,34010000,33300000,33900000,35300000,32150000,32920000
0.998,0.989,1.017,33910000,32580000,32880000,33830000,32220000,33440000
0.957,0.97,0.958,33890000,33070000,33100000,32430000,32070000,31710000
0.971,0.973,0.975,33660000,33290000,33840000,32690000,32370000,33000000
0.949,1.004,0.995,32670000,31800000,32160000,31000000,31920000,31990000
0.975,1.01,0.993,32640000,32410000,32180000,31830000,32720000,31950000
0.976,0.994,0.985,32530000,32180000,32620000,31750000,31980000,32130000
0.961,1.006,0.969,31980000,30690000,31520000,30750000,30870000,30530000
0.982,0.974,0.999,31710000,32410000,32320000,31140000,31570000,32300000
0.947,0.997,0.96,31700000,31100000,31040000,30020000,31010000,29810000
1.014,0.98,0.95,31640000,32620000,32810000,32090000,31960000,31170000
0.963,0.957,0.98,31480000,30670000,29950000,30330000,29350000,29350000
0.98,1.024,0.993,31360000,30670000,31460000,30730000,31420000,31230000
1.017,0.957,0.964,31020000,32710000,32250000,31540000,31310000,31080000
0.932,0.973,0.971,30880000,30110000,30330000,28790000,29290000,29460000
0.985,0.988,0.98,30770000,30950000,30940000,30300000,30590000,30320000
0.974,0.984,0.975,30680000,28990000,28870000,29880000,28520000,28140000
0.935,0.989,0.977,30360000,29150000,29110000,28400000,28820000,28450000
0.995,1.01,0.991,29700000,29710000,29240000,29550000,30010000,28990000
0.99,1.004,0.982,29680000,29840000,30590000,29380000,29960000,30040000
0.996,0.999,0.98,29500000,29610000,29180000,29380000,29580000,28590000
0.953,0.946,0.983,29400000,29320000,27480000,28020000,27740000,27010000
1.018,0.962,0.957,29130000,29640000,30150000,29650000,28510000,28870000
1.044,0.995,0.972,28910000,30070000,30760000,30190000,29920000,29890000
0.965,0.996,0.938,28860000,28960000,29940000,27860000,28850000,28080000
1.041,0.967,0.981,28670000,29940000,30150000,29830000,28950000,29570000
0.965,1.02,0.984,28550000,27080000,28150000,27560000,27630000,27690000
0.982,0.989,1.001,28540000,28610000,28360000,28020000,28310000,28390000
0.975,0.999,0.944,28370000,28000000,29240000,27680000,27980000,27610000
0.974,0.987,0.962,28320000,27690000,28140000,27580000,27340000,27080000
0.966,0.984,1.006,28230000,28650000,28080000,27280000,28190000,28260000
1.008,0.995,0.983,27830000,28520000,29080000,28060000,28380000,28590000
0.993,0.988,0.987,27760000,27430000,27820000,27560000,27090000,27450000
1.001,0.951,0.979,27720000,28530000,28340000,27760000,27130000,27730000
0.973,0.994,0.97,27690000,26890000,27440000,26960000,26720000,26610000
0.926,0.97,0.94,27680000,27440000,26600000,25620000,26600000,24990000
0.968,0.962,0.955,27560000,27230000,27360000,26670000,26190000,26120000
0.975,0.987,0.961,27430000,27450000,28300000,26750000,27100000,27190000
1,0.992,1.004,27410000,26880000,27390000,27410000,26660000,27490000
0.98,0.98,0.997,27270000,27430000,27950000,26720000,26870000,27880000
0.965,0.979,0.991,27260000,26590000,27000000,26290000,26030000,26760000
0.999,1.092,0.993,27200000,25580000,27440000,27180000,27930000,27260000
0.996,0.996,1.027,27140000,27340000,26900000,27020000,27220000,27620000
0.95,0.981,0.981,27080000,26350000,25850000,25740000,25850000,25370000
0.992,0.997,0.986,26900000,26780000,26730000,26680000,26690000,26350000
0.992,0.939,0.94,26840000,27240000,26740000,26640000,25590000,25130000
0.972,0.975,0.976,26610000,26150000,26420000,25870000,25480000,25790000
0.974,1.014,0.973,26510000,26170000,26630000,25810000,26540000,25920000
1.017,1.025,0.981,26180000,26960000,27370000,26620000,27640000,26830000
0.999,0.955,1.005,26000000,26530000,25450000,25970000,25340000,25570000
1.006,0.962,0.975,25860000,26210000,26190000,26020000,25210000,25530000
0.984,1.007,1.002,25740000,25340000,25290000,25340000,25520000,25330000
1.001,1.008,0.992,25310000,25910000,26360000,25330000,26100000,26160000
0.945,0.948,0.968,25290000,24500000,23900000,23890000,23220000,23130000
0.989,0.965,0.964,25250000,25800000,25740000,24970000,24910000,24820000
0.953,0.985,0.939,25250000,24320000,24970000,24060000,23960000,23430000
1.024,0.904,1.025,25190000,27200000,25750000,25800000,24590000,26390000
0.951,0.955,0.943,25180000,24630000,24500000,23940000,23530000,23100000
0.997,0.97,0.984,25160000,25990000,25860000,25090000,25220000,25450000
1.013,0.984,1.004,25030000,25010000,24810000,25360000,24610000,24920000
0.979,1.022,0.99,24780000,24600000,24990000,24250000,25140000,24750000
0.986,0.976,0.968,24660000,25000000,24850000,24320000,24400000,24050000
0.964,0.958,0.977,24640000,24590000,25070000,23750000,23550000,24500000
0.995,0.968,0.996,24510000,24350000,24200000,24380000,23580000,24100000
0.926,0.977,0.973,24460000,24580000,23900000,22650000,24010000,23260000
0.987,0.984,0.992,24400000,24290000,23760000,24100000,23900000,23570000
0.965,0.969,0.965,24190000,23410000,23960000,23330000,22680000,23120000
1.017,0.986,0.938,24070000,24020000,24400000,24480000,23690000,22880000
0.957,0.964,0.972,24000000,23990000,24580000,22970000,23130000,23900000
0.96,0.945,0.975,23990000,24150000,23270000,23040000,22820000,22690000
1.022,1.004,1.003,23920000,24090000,24340000,24450000,24200000,24410000
0.992,0.991,0.962,23890000,24160000,24560000,23690000,23950000,23620000
0.992,0.965,1.013,23820000,23360000,22950000,23620000,22530000,23250000
1.057,0.966,0.924,23810000,25410000,25080000,25180000,24550000,23180000
0.995,0.987,0.954,23580000,23270000,23170000,23470000,22970000,22110000
0.989,0.994,0.966,23420000,23360000,23670000,23150000,23210000,22860000
0.998,1.015,0.948,23380000,23230000,24010000,23330000,23580000,22760000
0.998,0.956,0.989,23250000,22750000,22380000,23220000,21750000,22140000
0.986,1.158,0.921,23240000,21810000,25790000,22920000,25260000,23770000
0.985,1.01,1.001,23160000,22540000,22640000,22820000,22760000,22670000
1.013,0.998,0.988,23130000,22890000,23650000,23440000,22850000,23360000
1,0.971,0.968,23090000,23250000,23250000,23090000,22580000,22510000
1.021,0.998,0.98,23080000,23040000,23680000,23560000,22980000,23200000
0.966,1.001,0.995,22680000,22650000,23010000,21900000,22670000,22890000
0.995,0.982,1.021,22450000,22680000,22160000,22340000,22290000,22630000
1.822,1.756,1.752,22320000,23250000,22540000,40650000,40820000,39480000
0.987,0.972,0.976,22190000,23020000,22790000,21890000,22380000,22250000
1.009,0.999,0.991,22170000,21760000,22000000,22370000,21740000,21810000
0.972,0.987,0.99,22090000,21780000,21780000,21470000,21500000,21560000
0.969,1.009,0.984,22090000,21900000,22200000,21400000,22100000,21850000
1.037,1.027,0.952,22070000,20780000,22610000,22880000,21350000,21520000
0.979,0.942,1.01,21960000,22680000,21410000,21500000,21360000,21620000
0.971,0.95,1.03,21660000,21480000,21160000,21030000,20400000,21800000
0.983,0.962,0.975,21580000,21850000,22250000,21210000,21020000,21690000
0.977,1.005,0.997,21350000,20660000,20790000,20870000,20760000,20720000
0.997,0.969,0.992,21150000,21910000,21240000,21080000,21220000,21080000
1.027,0.964,0.962,21100000,21810000,21720000,21670000,21030000,20900000
0.971,0.959,0.987,20920000,21490000,20910000,20300000,20600000,20630000
0.98,0.992,1.004,20910000,20640000,21400000,20490000,20470000,21500000
1.008,0.966,0.996,20850000,22140000,22420000,21020000,21380000,22320000
0.965,0.903,0.941,20840000,22360000,22000000,20120000,20200000,20690000
0.969,0.958,0.969,20650000,20650000,20720000,20000000,19780000,20080000
1,0.98,1.033,20630000,21020000,20590000,20620000,20600000,21260000
0.959,1.116,0.99,20630000,21760000,21550000,19780000,24280000,21320000
1.034,1.016,0.972,20580000,20190000,21360000,21270000,20510000,20760000
1.034,1.022,1.003,20460000,20940000,21400000,21170000,21400000,21470000
1.017,0.996,1.006,20120000,20090000,20100000,20470000,20000000,20220000
0.996,0.996,1.022,20050000,20120000,19720000,19970000,20050000,20150000
0.992,0.977,0.978,20030000,19390000,19150000,19870000,18940000,18730000
0.987,1,0.972,19840000,19720000,19960000,19580000,19710000,19410000
0.981,0.95,0.973,19790000,19950000,21060000,19410000,18950000,20490000
0.988,0.993,0.977,19690000,19540000,19730000,19460000,19400000,19270000
0.987,0.963,0.977,19670000,19840000,19050000,19420000,19100000,18610000
0.976,1.003,0.983,19650000,19280000,19550000,19180000,19330000,19210000
0.989,0.948,0.972,19650000,19510000,19290000,19430000,18500000,18740000
0.971,0.996,0.959,19590000,19290000,19490000,19020000,19220000,18690000
0.99,0.986,1.003,19380000,19660000,19100000,19200000,19380000,19160000
0.925,0.935,0.967,19250000,17900000,18120000,17800000,16740000,17520000
0.971,0.969,0.988,19240000,19140000,18620000,18690000,18550000,18400000
1.008,1.019,0.959,19240000,19280000,20010000,19380000,19650000,19190000
1.046,0.942,1.077,19090000,19550000,18450000,19960000,18410000,19860000
0.978,0.989,0.973,19030000,18570000,18890000,18620000,18360000,18390000
1,0.96,1.006,19030000,18710000,18830000,19030000,17960000,18950000
0.962,1.038,0.949,18780000,17730000,18320000,18060000,18410000,17380000
1.001,0.983,0.965,18760000,17970000,18870000,18790000,17670000,18200000
0.977,0.983,0.916,18760000,18400000,20170000,18330000,18090000,18470000
0.984,0.999,0.974,18660000,18410000,19010000,18370000,18400000,18520000
0.955,0.976,0.977,18360000,17750000,18070000,17540000,17330000,17650000
0.953,0.992,1.02,18340000,18210000,17590000,17470000,18070000,17940000
0.979,1.028,0.984,18210000,17530000,18140000,17830000,18020000,17850000
0.991,0.965,0.986,18000000,18290000,18050000,17840000,17660000,17800000
1.005,0.982,0.983,17950000,18060000,18180000,18050000,17730000,17860000
0.992,0.919,0.992,17890000,18680000,18520000,17740000,17170000,18370000
1.021,0.992,0.996,17790000,18200000,18610000,18170000,18050000,18540000
0.966,0.996,0.975,17760000,17360000,17730000,17160000,17300000,17290000
0.936,0.974,0.996,17760000,16590000,16490000,16630000,16150000,16430000
1.024,0.972,0.973,17710000,18230000,17990000,18130000,17720000,17500000
0.972,1.043,0.914,17610000,17070000,17760000,17120000,17810000,16230000
0.974,0.981,0.981,17610000,17330000,17680000,17150000,17000000,17340000
1.02,1.012,0.976,17500000,17240000,17860000,17850000,17460000,17440000
0.988,1.01,1.01,17470000,17530000,17660000,17270000,17700000,17840000
0.987,0.992,0.963,17390000,17370000,18060000,17160000,17220000,17390000
0.972,0.982,1.011,17380000,17040000,16690000,16900000,16730000,16870000
0.988,0.952,0.993,17200000,17520000,16900000,17010000,16670000,16780000
0.953,0.949,0.922,17110000,16460000,16560000,16300000,15620000,15260000
1.013,1.014,1,17070000,17150000,17370000,17300000,17390000,17380000
0.962,0.972,0.996,16900000,16760000,16190000,16260000,16290000,16120000
0.964,1.017,0.988,16770000,16240000,16320000,16170000,16520000,16120000
1.012,0.943,1.03,16760000,17590000,16880000,16970000,16590000,17380000
0.956,0.993,0.962,16570000,15570000,16630000,15850000,15470000,15990000
0.909,0.851,0.928,16560000,16880000,16230000,15050000,14350000,15070000
0.968,1.018,0.974,16380000,15560000,16020000,15850000,15840000,15600000
0.969,0.988,0.993,16360000,16130000,16340000,15850000,15930000,16230000
0.981,0.963,1.008,16350000,16070000,15760000,16040000,15470000,15890000
0.973,0.982,0.983,16330000,16140000,16110000,15900000,15860000,15830000
0.982,1.013,0.948,16330000,16100000,16840000,16040000,16320000,15960000
1.003,1.001,1.008,16150000,16350000,16050000,16200000,16360000,16180000
1.029,0.989,1.017,16000000,15850000,15820000,16460000,15680000,16100000
1.006,1.003,0.995,15980000,16170000,16370000,16080000,16210000,16290000
0.976,1.063,1.033,15890000,16080000,16470000,15510000,17090000,17020000
0.982,0.963,1.033,15750000,15390000,15180000,15470000,14820000,15690000
0.92,1.083,0.956,15740000,15420000,16020000,14470000,16710000,15310000
0.967,0.964,0.954,15690000,15540000,15750000,15170000,14980000,15020000
0.977,1.022,1,15650000,14810000,15350000,15290000,15140000,15340000
0.985,0.999,0.946,15570000,15400000,15660000,15340000,15380000,14820000
1.046,1.041,0.974,15560000,14820000,15860000,16280000,15430000,15450000
0.978,0.984,0.956,15540000,15470000,15430000,15190000,15220000,14760000
0.956,0.938,0.987,15450000,15780000,15340000,14780000,14800000,15150000
1.728,1.754,1.839,15430000,15510000,14760000,26660000,27210000,27140000
1.789,1.649,1.73,15100000,15190000,14920000,27010000,25050000,25800000
0.983,0.997,0.975,15070000,14860000,15460000,14810000,14810000,15080000
0.985,0.987,0.981,14980000,15160000,14920000,14760000,14960000,14640000
0.986,0.975,0.98,14960000,14980000,15140000,14750000,14610000,14840000
0.992,1.003,0.998,14960000,15380000,15270000,14840000,15430000,15240000
1.025,1.023,1.032,14950000,15210000,15260000,15330000,15560000,15750000
1.041,0.958,0.926,14820000,14890000,15480000,15430000,14270000,14340000
1.03,1.059,0.979,14820000,14620000,15170000,15270000,15490000,14860000
0.978,1.012,0.947,14760000,14640000,15350000,14440000,14810000,14530000
0.97,0.991,0.959,14740000,14510000,14630000,14300000,14380000,14030000
0.989,1.022,1.012,14560000,14430000,14350000,14410000,14740000,14520000
0.992,1.015,0.965,14550000,14300000,14670000,14440000,14510000,14160000
1.792,1.811,1.817,14550000,14210000,14540000,26070000,25740000,26430000
0.979,1.003,1.025,14500000,14230000,14370000,14190000,14280000,14730000
0.965,1.013,0.969,14490000,14180000,14570000,13990000,14370000,14120000
1.007,0.983,0.996,14450000,15090000,14580000,14550000,14840000,14520000
0.984,0.952,0.971,14440000,14620000,14230000,14210000,13910000,13820000
0.983,0.971,0.995,14430000,14690000,14530000,14190000,14260000,14460000
1.001,0.999,0.971,14390000,14390000,14730000,14400000,14380000,14300000
0.976,0.981,0.998,14330000,14160000,14050000,13980000,13890000,14020000
0.934,0.916,1.003,14330000,14810000,13620000,13390000,13570000,13660000
1,0.988,0.987,14320000,14180000,14440000,14310000,14000000,14250000
0.983,1.016,0.967,14310000,14170000,14080000,14070000,14400000,13620000
0.98,0.959,0.965,14290000,14480000,14570000,14000000,13880000,14050000
0.975,0.956,0.986,14250000,14230000,13880000,13900000,13600000,13680000
0.982,0.981,0.99,14240000,14420000,14350000,13980000,14150000,14210000
0.958,0.937,0.975,14240000,14200000,14000000,13650000,13310000,13650000
0.934,0.978,1.02,14240000,13760000,12810000,13310000,13460000,13070000
0.991,0.984,0.96,14210000,13900000,13860000,14090000,13670000,13310000
0.968,0.996,0.976,14190000,13900000,14320000,13740000,13850000,13980000
0.941,0.971,0.96,14120000,13710000,13550000,13290000,13320000,13000000
1.055,1.077,1.053,14110000,13600000,13990000,14880000,14650000,14720000
0.983,0.999,0.976,14070000,13960000,13990000,13840000,13940000,13660000
0.977,1.031,0.999,14020000,13270000,13990000,13700000,13680000,13970000
0.981,0.98,0.968,14010000,14180000,14400000,13740000,13890000,13930000
0.958,0.971,0.977,14010000,14410000,14330000,13420000,13990000,14000000
0.944,0.962,0.962,13980000,13720000,13500000,13190000,13200000,12980000
0.988,1.001,0.974,13880000,13900000,13780000,13710000,13910000,13420000
0.976,0.979,0.978,13870000,13680000,13690000,13530000,13390000,13400000
0.988,0.988,0.994,13760000,13950000,13970000,13590000,13780000,13890000
0.968,0.998,0.97,13720000,12930000,13610000,13280000,12910000,13200000
1.015,1.015,0.987,13670000,14030000,14270000,13880000,14240000,14090000
0.979,1.003,1.014,13620000,13330000,13230000,13340000,13360000,13420000
0.979,0.995,0.985,13470000,13360000,13430000,13190000,13280000,13240000
0.984,0.976,1.003,13430000,13550000,13460000,13220000,13230000,13490000
1.84,1.841,1.816,13340000,12250000,12900000,24550000,22550000,23430000
0.993,0.997,0.995,13300000,13510000,13430000,13210000,13460000,13360000
0.998,0.972,0.993,13280000,12990000,12860000,13260000,12630000,12760000
1.002,0.999,0.939,13250000,13010000,13470000,13280000,12990000,12650000
0.958,1.006,0.996,13190000,12880000,13110000,12640000,12950000,13050000
0.995,1.03,1.012,13170000,12780000,12860000,13100000,13160000,13020000
0.996,0.977,0.982,13140000,13110000,13110000,13090000,12810000,12870000
0.964,0.987,0.977,13140000,13160000,13360000,12680000,13000000,13050000
1.037,0.897,1.017,13140000,14510000,13380000,13620000,13020000,13610000
0.881,0.879,1,13090000,12820000,12370000,11530000,11270000,12370000
0.965,0.965,0.942,13020000,12940000,12720000,12560000,12490000,11990000
0.958,0.978,0.994,13020000,12830000,12740000,12470000,12540000,12660000
0.972,0.94,0.968,13010000,13230000,13300000,12650000,12440000,12870000
0.988,0.962,0.994,12980000,13130000,12910000,12820000,12630000,12840000
0.95,0.975,0.974,12910000,12820000,12780000,12270000,12500000,12440000
0.92,0.972,0.9,12870000,11740000,12260000,11830000,11410000,11030000
0.969,1.01,0.974,12860000,12670000,13040000,12470000,12800000,12710000
0.99,0.989,0.985,12840000,12870000,12820000,12700000,12730000,12640000
0.983,1.013,1.017,12830000,12480000,12940000,12610000,12640000,13160000
1.751,1.767,1.723,12830000,12640000,12830000,22470000,22330000,22110000
0.995,0.961,0.973,12770000,12700000,12740000,12700000,12210000,12390000
0.986,0.958,0.983,12760000,12780000,12900000,12580000,12240000,12690000
0.954,0.946,0.962,12730000,12700000,12660000,12150000,12020000,12180000
0.939,1.001,0.955,12670000,12320000,12230000,11890000,12330000,11680000
0.968,0.965,0.997,12610000,12680000,12550000,12200000,12240000,12510000
0.968,1.027,0.988,12580000,12050000,12620000,12180000,12370000,12460000
1.003,0.955,0.98,12570000,12950000,12580000,12600000,12360000,12330000
0.987,0.991,0.951,12550000,12440000,12630000,12390000,12330000,12010000
0.961,0.976,1,12460000,12570000,12720000,11970000,12260000,12720000
1,0.978,1.01,12450000,12800000,12550000,12450000,12520000,12670000
1.017,0.976,1.075,12410000,12060000,12120000,12620000,11760000,13030000
1.016,0.958,1.034,12400000,13280000,12520000,12600000,12720000,12950000
1.016,1.04,0.974,12370000,12420000,12860000,12570000,12920000,12530000
0.967,0.97,0.986,12360000,12410000,12330000,11960000,12040000,12150000
0.956,0.951,0.955,12340000,12160000,12280000,11790000,11570000,11740000
0.937,0.957,0.984,12320000,12010000,12000000,11540000,11490000,11810000
0.906,0.936,0.994,12290000,11160000,10380000,11130000,10440000,10310000
0.954,1.019,0.968,12210000,11640000,11910000,11650000,11870000,11520000
0.997,0.999,0.992,12170000,12210000,12270000,12140000,12190000,12170000
0.969,1.001,0.983,12170000,11940000,12250000,11800000,11960000,12040000
1.007,1.032,1.002,12080000,12520000,12250000,12170000,12920000,12280000
0.987,0.975,1.002,12060000,12420000,12310000,11900000,12110000,12330000
0.972,0.989,1.035,12010000,11620000,11610000,11670000,11500000,12020000
0.95,0.99,0.961,12000000,11890000,11960000,11400000,11770000,11490000
0.954,0.981,0.988,11940000,11980000,11890000,11390000,11760000,11750000
0.957,1.008,0.954,11940000,11570000,11730000,11420000,11660000,11200000
1.026,1.003,0.984,11800000,11900000,11890000,12100000,11930000,11700000
0.964,1.005,0.98,11780000,10980000,11320000,11350000,11030000,11090000
0.974,0.996,0.992,11770000,11490000,11750000,11470000,11450000,11660000
0.97,0.975,0.954,11690000,11440000,11870000,11340000,11160000,11330000
0.998,1.021,1.01,11650000,11600000,11640000,11630000,11840000,11750000
0.962,0.986,0.989,11650000,11340000,11340000,11210000,11180000,11220000
0.978,0.981,0.973,11640000,11870000,11920000,11380000,11650000,11600000
0.998,0.999,0.995,11630000,11620000,11490000,11610000,11610000,11440000
0.982,1.004,0.977,11630000,11590000,11890000,11420000,11630000,11620000
0.975,0.975,0.961,11610000,11490000,11710000,11320000,11200000,11260000
1.01,0.955,0.929,11600000,11460000,11760000,11720000,10950000,10920000
0.947,0.909,0.961,11590000,12250000,11420000,10970000,11130000,10970000
1.001,0.98,0.991,11530000,11600000,11690000,11540000,11370000,11580000
1.004,1.006,1.004,11500000,11420000,11530000,11550000,11490000,11580000
0.997,0.983,1.007,11440000,11450000,11400000,11410000,11260000,11490000
1.034,1.102,0.959,11380000,10200000,11640000,11770000,11240000,11160000
0.951,0.998,1.003,11360000,11390000,11330000,10810000,11360000,11360000
0.957,0.966,0.97,11340000,11350000,11200000,10850000,10970000,10860000
0.95,0.981,0.99,11340000,11370000,11000000,10770000,11150000,10890000
0.94,0.963,0.988,11330000,11080000,10940000,10660000,10670000,10810000
0.987,0.983,0.995,11290000,11510000,11530000,11150000,11320000,11470000
0.992,1.007,1.024,11280000,11350000,11360000,11200000,11430000,11630000
0.944,0.986,1.013,11250000,10940000,10870000,10610000,10790000,11010000
1.65,1.707,1.642,11230000,11150000,11310000,18520000,19040000,18570000
0.98,1.012,1.013,11200000,10870000,11110000,10970000,11000000,11250000
0.991,1.001,0.951,11160000,11160000,11160000,11060000,11170000,10610000
1.017,0.996,1.022,11160000,11570000,11180000,11350000,11520000,11430000
